asin,review_date,rating,review_summary,review_text,product_title,product_brand,product_category,product_description,review_count,desc_best,product_description_filled,desc_source,category_lv2
B00FOH01TE,2017-11-20,5.0,Five Stars,love it!,(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2016-10-03,5.0,Five Stars,"love this stuff,used it for years",(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2016-08-31,5.0,Five Stars,THIS IS THE ONLY LIPSTICK I CAN WARE LOVE THE LIPSTICK CANT FIND IN STORES ANY MORE,(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2016-01-05,5.0,Five Stars,"Love this product!!!! Will definitely be back for more. Great service, very fast.",(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2015-05-14,5.0,Five Stars,love it!,(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2015-01-03,4.0,Four Stars,Very soft and smooth,(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2014-10-01,1.0,Not a good color.,"I wished the color actually matched what it looks like in the picture but it doesn't. It's so bright and has a silvery tint to it. It is too much, it's not a hint of color it is overpowering!",(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00FOH01TE,2014-09-20,5.0,Five Stars,Love the shimmery color...moist...bought 6 tubes,(3 Pack) WET N WILD Natural Wear Blend Lip Shimmer - Frost,,All Beauty,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",8,"Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.","Wet n Wild Beauty Natural Blend Lip Shimmer adds brilliant shimmer and beautiful luminescent color to lips. Approved by the natural products association, these lip shimmers are made of a natural formula infused with calming ingredients of vitamins and natural oils to keep lips moisturized and nourished.",original,Makeup
B00I6Q16PS,2017-04-25,4.0,Blush,It's a little lighter than pictured so you have to use a little more. But over all it's still a good product.,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2017-04-18,3.0,This looks more coral or bronze than pink. I ...,"This looks more coral or bronze than pink. I have put this on twice and end up putting my blush, ""Rose Petal"", by Sephora on top of it to get the blush to match my lip color, ""Riverside Rose"". I am returning it.",(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2017-01-21,5.0,Five Stars,Great service and great product too. Many thanks for offering it in sets of three---just what I wanted!,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2017-01-08,5.0,Great. Can't find in my local stores anymore so ...,Great. Can't find in my local stores anymore so I get it here!,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2016-12-17,5.0,Five Stars,I love it,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2016-10-20,1.0,No color blush,This blush has no color. I am a light skinned person and this color adds nothing to my cheeks.,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2016-03-29,5.0,Five Stars,I love this product. Easy to apply and it stays on all day.,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2016-02-16,5.0,Color and product works.,Color works well for my very pale complexion. Good application. NYC packaging is a bit cheap and flimsy but that doesn't deter me for buying the actual product. Would buy again.,(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00I6Q16PS,2016-02-08,5.0,Great blush that wears like a much pricier product!,"Love this blusher! Can't find it any longer in our stores, so was grateful to find thru Amazon. Has the look and lasting power of a much more expensive product!",(3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose,,All Beauty,,9,,Product: (3 Pack) NYC Cheek Glow Powder Blush - Riverside Rose.,generated_from_title,Makeup
B00IEYFE7I,2018-07-18,5.0,Wet N Wild 531 (formerly 547) has been my wife's FAVORITE color for over a decade,"Wet N Wild 531 (formerly 547) has been my wife's FAVORITE color for over a decade. It's seems to be discontinued in the drug stores and now so she's super stoked that Amazon sells it! She always get compliments on it and even though it's very inexpensive, it looks and feels like a high quality lipstick. Love it!!","Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2017-11-16,5.0,Best complimentary lipstick for light skinned people,Perfect Porno Pink Playboy Lipstick for Light Skinned People. This is a hard color to find which is strange because it is that perfect light pink/light cinammon brown color that it so complimentary on light skinned girls like myself. It makes your lips look larger and is an all around great color. I always stock up on this color. its the only color I wear.,"Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2017-04-01,5.0,The Best Ever,"I love this! Have worn it for many many years and always get compliments on it. It works perfectly with my skin tone and blonde hair. I was without it for a while until I found it on Amazon. I had switched to another one and several people noticed and told me that the ""old"" color looked much better. So, I am very sorry that it seems like they have stopped making it.","Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2017-01-11,5.0,Five Stars,"Beautiful color for all shades, especially for darker women!!","Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2017-01-03,3.0,Three Stars,"Love the color, just wish it lasted. It doesn't stay on long at all unfortunately","Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2016-10-08,5.0,Five Stars,Nice shade of lipstick!,"Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2016-09-09,5.0,Five Stars,It's perfect,"Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2014-07-09,3.0,Nice over darker lipstick,Nice over a darker color. But I'm in love with Sunset peach.,"Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IEYFE7I,2013-05-11,4.0,"Lighter than I expected, but nice feeling lipstick","I was hoping the color would be a nice rose with a little frost, but instead it is frost with a little rose. Nice, though and I'll wear it on the weekend instead of to work when I need a little more color.","Wet n Wild Lipstcik, Breeze (531C) 0.13 oz",Wet 'n' Wild,All Beauty,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",9,"Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value","Made in China. Wet 'n' Wild Lip Color, Breeze 547B. Quality you can trust from Wet N' Wild,Breeze,Great Value",original,Makeup
B00IPV2KAE,2018-03-05,5.0,Forms a nice layer to conceal eye bags and dark circles which ...,"The color was as expected because I have used the product before and was replacing it. Forms a nice layer to conceal eye bags and dark circles which I desperately needed. Great price!! Wish the company made more products. I have their eye brow pot and now have ordered the concealer. The product lasts on the face all day, doesn't irritate my skin at all (I have very sensitive skin), and the quantity of the product is great. My eye brow pot has now lasted about a year and still going. Thanks Anastasia!",Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2018-02-21,5.0,Five Stars,,Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2018-02-21,5.0,Five Stars,Awesome,Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2017-10-15,1.0,WORST CONCEALER EVERRRR,"I bought this concealer from straight from Sephora and I was excited because Anastasia is a well known brand but OBVIOUSLY the only thing they got right are their eyebrow products. To anyone reading this, I don't think this goes well with women of color being that I am a woman of color as well. I got the concealer in the color 6.0 and no matter how many times I tried to wear it or what different techniques I use it just doesn't blend well. It's super pasty on my skin, it's heavy, and makes my skin have an unflattering grey glow. Overall, it makes my face look ashy... I'm upset cuz I really wanted to like it but it's just a no. Now I just use it for my eyebrows and even that I have to be careful with. Save your coins.",Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2017-09-22,5.0,15 Shades of Amazing Coverage,"15 Shades of Amazing Coverage The Anastasia Beverley Hills concealer not only has incredible coverage, but also comes in 15 different shades. I love this product because I was able to find a shade that matches my skin tone. I know a lot of people are skeptical about buying foundations and concealers online but this product offers multiple color charts and videos to help make-up lovers find the perfect shade that fits their coverage needs. I wear concealer almost every day under my eyes and the coverage that Anastasia concealer provides is amazing and last the entire day. For makeup fanatics like myself, one of the best elements of this concealer is that you don't need to use as much in one setting to get the coverage you seek. Although this product is more expensive compared to department store concealers, this concealer lasts longer and has multiple coverage uses. My good friend purchased the Anastasia concealer in a 2.5 shade and not only uses it to cover blemishes on her face but also tested its coverage ability on her tattoo and it worked amazingly. When she was done applying it to the portion of her arm where the tattoo was located, you could no longer see the tattoo. I have heard some users comment about the thickness of the Anastasia concealer and I do agree that this product is thicker compared to every day concealer. With that being said, this product was intended for maximum, long-lasting coverage and without the ability to cover this product would not be successful. As I mentioned before, I wear concealer on a daily basis and some days I wear it for different purposes. Some days I decide to go for a very basic look, other days you can see me with full smoky eye and all the other works. The reason this concealer is successful is because we can wear this product anywhere and know that it will last the entire day. If you deicide to try it out we can wear it to class, work, out on a hot day and sometimes if I am feeling lazy I even wear it to the gym and when I leave I can still count on its amazing coverage. The Anastasia concealer comes in 15 different shades and its coverage is not like any other product. If you have not tried this product I definitely recommend that you do.",Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2017-08-31,5.0,Five Stars,Very good,Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2017-02-18,1.0,Dry and caked on,"The worst concealer, dry and cakey",Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2017-02-01,5.0,Five Stars,Love this concealer. You won't regret it!,Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IPV2KAE,2016-06-21,3.0,Three Stars,It's really thick,Anastasia Beverly Hills - Concealer - 3.5,Anastasia Beverly Hills,All Beauty,,9,,Product: Anastasia Beverly Hills - Concealer - 3.5. Brand: Anastasia Beverly Hills.,generated_from_title,Makeup
B00IR50L9A,2016-03-18,2.0,Two Stars,too small,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2015-10-04,5.0,Five Stars,They are better than what I expected,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2015-08-08,2.0,Posts attached to gem r way too short and one ...,Posts attached to gem r way too short and one gem fell out already before I even took it out of bag,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2015-07-16,3.0,They do the job.,"They came on time, that's always a plus. The bar is extremely short. I had to take the stones off and screw them into the bar I already had on my labret lip ring. If you're looking for a tiny stud then this is the purchase for you. The stone is really small, I felt like it was going to go through my piercing which made me uncomfortable but like I said if you're looking for tiny then this is for you.",TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2015-06-11,3.0,Three Stars,Love them,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2014-09-02,3.0,ight,The diamonds keep coming off,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2014-08-17,1.0,One Star,I can't open them!,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00IR50L9A,2014-03-22,4.0,dainty,Bought for my monroe. Cute and dainty but make sure to screw in tight as they seem to come out easy.,TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA,,All Beauty,,8,,Product: TINY 2MM PRESSCZ GEM STEEL LIP RING LABRET MONROE 16g INTERNAL THREA.,generated_from_title,Makeup
B00JZ5FACO,2017-10-06,5.0,it looks like a professional smudge,"Goes on, stays on, and when it finally does smudge, it looks like a professional smudge!",(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2017-09-09,5.0,In Love!,Wow! What a Beauty! I love it!,(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2017-03-31,5.0,Five Stars,I love these eyeliners and I can't get them anywhere else,(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2017-03-28,5.0,Five Stars,Love it! I have green eyes and it accentuates the colour. Love it.,(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2017-03-14,5.0,Five Stars,exactly what I was looking for,(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2017-01-15,5.0,I love this eyeliner but it is a little hard to ...,"I love this eyeliner but it is a little hard to take off. I have found that using Neutrogena oil-based eye make-up remover works really well to remove it. I usually was a lotion-based eye make-up remover, but it didn't work very well. I would recommend and buy this product again!",(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2017-01-09,5.0,love the color,Great liner. Goes on well.,(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00JZ5FACO,2016-05-05,5.0,This is my favorite brand of eyeliner and I've been so disappointed that ...,This is my favorite brand of eyeliner and I've been so disappointed that I can no longer find it in stores near me. Thank goodness it's still available here on Amazon! This product goes on easily with no tugging and lasts all day. I can't imagine being without it!,(3 Pack) NYC Waterproof Eyeliner Pencil - Teal,,All Beauty,,8,,Product: (3 Pack) NYC Waterproof Eyeliner Pencil - Teal.,generated_from_title,Makeup
B00K6Q0PCG,2018-04-22,5.0,Perfect Match!,"Perfect! I needed a refill for my Medium Tan BareMinerals and this was the perfect shade. I believe they changed it from C30 to Medium Tan 18, but it was a perfect match to my old foundation.",bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2018-04-05,5.0,The coverage is perfect without overdoing it,"Ive been using this concealer for a few years, I cant live without it. The coverage is perfect without overdoing it!",bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2018-03-14,2.0,Two Stars,"I did not receive the right color,",bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2018-01-16,5.0,Five Stars,love love love!!! need I say more?,bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2017-08-09,5.0,"As always excellent, love Bare Essentials products","As always excellent, love Bare Essentials products",bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2017-03-28,5.0,Bare Minerals,I love this product I have vitiligo on my face and it covers it up.,bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2016-11-15,5.0,Five Stars,Great product! Thank you,bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2016-10-24,4.0,much better then liquid makeup I used to wear,"Been using it for a couple of years, much better then liquid makeup I used to wear. This looks more natural and does not come off on your clothes.",bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00K6Q0PCG,2016-02-24,1.0,Not My C30,This did not appear to be an authentic product. It was much lighter than any other C30 I had ever purchased. The good news is that the seller promptly refunded me upon contacting her or my displeasure..,bareMinerals Original Foundation 8g - Medium Tan (C30),,All Beauty,Loose powder,9,Loose powder,Loose powder,original,Makeup
B00KHKVYUS,2017-07-11,1.0,One Star,Acts just like a Barbie lipstain palette.,Pro Mix 15 Color Lip Gloss Lipstick Palette Set Cosmetic Makeup,,All Beauty,,8,,Product: Pro Mix 15 Color Lip Gloss Lipstick Palette Set Cosmetic Makeup.,generated_from_title,Makeup
